Address Number;Business Family;Business Unit;Customer;CustomerKey;Customer Type;Division;Line of Business;Phone;Region Code;Regional Sales Mgr;Search Type;City;Country;Customer Address 1;Customer Address 2;Customer Address 3;Customer Address 4;State;Zip Code
10026062;R2;1;Venable Shop;10026062;G2;2;Não informado;816-455-8733;2;S5;C;Houston;US;2301 Central Parkway;Não informado;Não informado;Não informado;TX;77092
10026078;R3;1;Venred Shop;10026078;G2;2;Não informado;816-455-8733;4;S16;C;Bedford;US;PO Box 461090;Não informado;Não informado;Não informado;OH;44146
10026081;O2;1;Ventana Maxistore;10026081;G1;1;Não informado;816-455-8733;5;S1;C;Bremen;UK;Weser Ems Strasse 2-4;Não informado;Não informado;Não informado;Não informado;D-28390
10026268;R2;1;WarRoom Store;10026268;G3;1;Não informado;816-455-8733;0;S8;C;Surrey;CA;Unit 403 - 17665 - 66A Avenue;Não informado;Não informado;Não informado;BC;V3S-2A7
10026291;R3;1;Warsun Supermarket;10026291;G2;2;Não informado;816-455-8733;4;S16;C;Poplar Bluff;US;1880 N Westwood;Não informado;Não informado;Não informado;MO;63901
10026294;R3;1;Wasabi Shop;10026294;G1;1;M1;816-455-8733;5;S19;C;Não informado;Não informado;Não informado;Não informado;Não informado;Não informado;Não informado;0
10026299;R3;1;Watcom Maxistore;10026299;G2;2;Não informado;816-455-8733;2;S16;C;Dallas;US;334 North Hall Street;Não informado;Não informado;Não informado;TX;75226
10026334;R3;1;Wayne's Market;10026334;G2;1;Não informado;816-455-8733;5;S16;C;Não informado;Não informado;Não informado;Não informado;Não informado;Não informado;Não informado;0
10026336;R3;1;WBM Store;10026336;G2;2;Não informado;816-455-8733;2;S16;C;Columbia;US;PO Box 26;Não informado;Não informado;Não informado;SC;29202
10026348;O1;1;WDND Shop;10026348;G2;2;Não informado;816-455-8733;2;S5;C;Mebane;US;PO Box 220;Não informado;Não informado;Não informado;NC;27302
10026355;R3;1;We Market;10026355;G2;2;Não informado;816-455-8733;1;S3;C;Casper;US;1275 North 6 Mile Road;Não informado;Não informado;Não informado;WY;82604
10026365;R3;1;Whites;10026365;G2;1;Não informado;816-455-8733;5;S16;C;Não informado;Não informado;Não informado;Não informado;Não informado;Não informado;Não informado;0
10026438;R3;1;PLAINFIELD Market;10026438;G1;1;M1;816-455-8733;5;S19;C;Não informado;Não informado;Não informado;Não informado;Não informado;Não informado;Não informado;0
10026521;R3;1;Xcert Shop;10026521;G1;1;M1;816-455-8733;5;S20;C;Quezon City;IR;97 Banawe Street;Não informado;Não informado;Não informado;Não informado;1114
10026522;R3;1;XCOM Shop;10026522;G2;2;Não informado;816-455-8733;4;S16;C;Fairmount;US;4353 W 1900 N-48;Não informado;Não informado;Não informado;IN;46928
10026532;R2;1;Xediom Shop;10026532;G2;2;Não informado;816-455-8733;4;S5;C;Garner;US;500 Highway 18 West;Não informado;Não informado;Não informado;IA;50438
10026536;R3;1;Xenet Shop;10026536;G2;2;Não informado;816-455-8733;2;S1;C;Alexandria;US;3241 South Lower Tug Fork Road;Não informado;Não informado;Não informado;KY;41001
10026560;O2;1;Xentec Shop;10026560;G2;2;Não informado;816-455-8733;4;S12;C;Dearborn;US;Central Accounting Service;PO Box 6005;Não informado;Não informado;MI;48121
10026581;R3;1;Xetron Shop;10026581;G2;2;Não informado;816-455-8733;2;S16;C;Savannah;US;PO Box 22249;Não informado;Não informado;Não informado;GA;31403
10026606;O2;1;Xilinix Midstore;10026606;G2;2;Não informado;816-455-8733;4;S12;C;Dearborn;US;Central Accounting Service;PO Box 6005;Não informado;Não informado;MI;48121
10026839;R3;1;Xtreme Shop;10026839;G2;2;M1;816-455-8733;2;S16;C;Greenwood;US;1201 Sycamore Avenue;Não informado;Não informado;Não informado;MS;38930
10026843;R3;1;XVT Shop;10026843;G2;2;Não informado;816-455-8733;1;S1;C;Tulare;US;100 East Inyo;Não informado;Não informado;Não informado;CA;93274
10026861;R3;1;Xyplex Shop;10026861;G2;2;Não informado;816-455-8733;1;S16;C;Salt Lake City;US;2280 South State Street;Não informado;Não informado;Não informado;UT;84115
10026868;R3;1;Xyratex Shop;10026868;G1;1;M1;816-455-8733;5;S16;C;Valencia;UK;Aut Reg Del Centro Valencia;A Pto Cabello Dist Naguanagua;Centro Comercial;IL Portico;Não informado;0
10027050;R3;1;Your Market;10027050;G2;2;Não informado;816-455-8733;4;S9;C;Milwaukie;US;3204 W Mill Road;Não informado;Não informado;Não informado;WI;53209
10027053;R3;1;YourFuture Shop;10027053;G2;2;Não informado;816-455-8733;4;S9;C;Raleigh;US;PO Box 68;Não informado;Não informado;Não informado;IL;62977-0068
10027082;R3;1;ySecret Shop;10027082;G3;1;Não informado;816-455-8733;0;S5;C;Edmonton;CA;9111 41 Avenue;Não informado;Não informado;Não informado;AB;T6E 5V2
10027119;R3;1;Yurie Market;10027119;G2;1;Não informado;816-455-8733;5;S16;C;                         ;UK;Não informado;Não informado;Não informado;Não informado;Não informado;0
10027340;R3;1;Zentrum Market;10027340;G2;2;Não informado;816-455-8733;3;S16;C;Salem;US;63 Bridge Street;Não informado;Não informado;Não informado;MA;1970
10027348;R2;1;Zephyr Shop;10027348;G2;2;Não informado;816-455-8733;2;S5;I;Tampa;US;6501 Adamo Drive;Não informado;Não informado;Não informado;FL;33619
10027356;R3;1;Zero Market;10027356;G2;2;Não informado;816-455-8733;4;S1;C;Grand Rapids;US;910 North East 4th Street;Não informado;Não informado;Não informado;MN;55744
10027370;R3;1;Zeroo Gigastore;10027370;G1;1;M1;816-455-8733;5;S19;C;Madrid;UK;General Pardinas 112 Bis;Não informado;Não informado;Não informado;Não informado;28006
10027381;R3;1;Zero-Knowledge Supermarket;10027381;G2;2;Não informado;816-455-8733;1;S16;C;Tumwater;US;2649 R W Johnson Boulevard;Não informado;Não informado;Não informado;WA;98512
10027560;R2;1;Zilog Shop;10027560;G2;2;Não informado;816-455-8733;2;S1;C;Odessa;US;3356 Kermit Highway;Não informado;Não informado;Não informado;TX;79764
10027572;R3;1;ZipLip.Com Shop;10027572;G2;2;Não informado;816-455-8733;3;S1;C;Elma;US;2210 Bowen Road;Não informado;Não informado;Não informado;NY;14059
10027575;R3;1;Zitel Shop;10027575;G2;2;Não informado;816-455-8733;2;S1;C;Dallas;US;10400 Plano Road;Não informado;Não informado;Não informado;TX;75238
10027583;R2;1;zNET Shop;10027583;G2;2;Não informado;816-455-8733;4;S5;C;Morton;US;Attention: Charlene Hoyer;500 North Morton Avenue;PO Box 474;Não informado;IL;61550-0474
10027629;O2;1;Zocalo Shop;10027629;G2;2;Não informado;816-455-8733;4;S12;C;Dearborn;US;Central Accounting Service;PO Box 6005;Não informado;Não informado;MI;48121
